compound_name	SMILES	corrected_SMILES	formula	neutralized_formula	exact_mass
deoxycholic acid	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C	C24H40O4	C24H40O4	392.29265976748
ursodeoxycholic acid	O=C(O)CC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]4[C@H]2[C@@H](O)C[C@@H]3C[C@H](O)CC[C@@]34C)C	O=C(O)CC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]4[C@H]2[C@@H](O)C[C@@H]3C[C@H](O)CC[C@@]34C)C	C24H40O4	C24H40O4	392.29265976748
hyodeoxycholic acid	O=C(O)CC[C@@H](C)[C@@H]4[C@]3(CC[C@H]1[C@@H](C[C@H](O)[C@@H]2C[C@H](O)CC[C@]12C)[C@@H]3CC4)C	O=C(O)CC[C@@H](C)[C@@H]4[C@]3(CC[C@H]1[C@@H](C[C@H](O)[C@@H]2C[C@H](O)CC[C@]12C)[C@@H]3CC4)C	C24H40O4	C24H40O4	392.29265976748
lithocholic acid	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C	C24H40O3	C24H40O3	376.29774514791
4-nitrobenzylalkohol	C1=CC(=CC=C1CO)[N+](=O)[O-]	C1=CC(=CC=C1CO)[N+](=O)[O-]	C7H7NO3	C7H7NO3	153.04259308874998
pregnenolone	CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C	CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C	C21H32O2	C21H32O2	316.2402302705
inosine	c1[nH]c2c(c(=O)n1)ncn2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O	c1[nH]c2c(c(=O)n1)ncn2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O	C10H12N4O5	C10H12N4O5	268.08076950233
d-(+)-maltose	O([C@H]1[C@H](O)[C@@H](O)C(O)O[C@@H]1CO)[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO	O([C@H]1[C@H](O)[C@@H](O)C(O)O[C@@H]1CO)[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO	C12H22O11	C12H22O11	342.11621152432997
1,3-diphenylguanidine	C1=CC=C(C=C1)NC(=NC2=CC=CC=C2)N	C1=CC=C(C=C1)NC(=NC2=CC=CC=C2)N	C13H13N3	C13H13N3	211.11094743228
octadecylamine	CCCCCCCCCCCCCCCCCCN	CCCCCCCCCCCCCCCCCCN	C18H39N	C18H39N	269.3082502614
vancomycin	C[C@H]1[C@H]([C@@](C[C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2Oc3c4cc5cc3Oc6ccc(cc6Cl)[C@H]([C@H](C(=O)N[C@H](C(=O)N[C@H]5C(=O)N[C@@H]7c8ccc(c(c8)-c9c(cc(cc9O)O)[C@H](NC(=O)[C@H]([C@@H](c1ccc(c(c1)Cl)O4)O)NC7=O)C(=O)O)O)CC(=O)N)NC(=O)[C@@H](CC(C)C)NC)O)CO)O)O)(C)N)O	CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O	C66H75Cl2N9O24	C66H75Cl2N9O24	1447.4301996908
kanamycin	O([C@@H]2[C@@H](O)[C@H](O[C@H]1O[C@H](CN)[C@@H](O)[C@H](O)[C@H]1O)[C@@H](N)C[C@H]2N)[C@H]3O[C@@H]([C@@H](O)[C@H](N)[C@H]3O)CO	O([C@@H]2[C@@H](O)[C@H](O[C@H]1O[C@H](CN)[C@@H](O)[C@H](O)[C@H]1O)[C@@H](N)C[C@H]2N)[C@H]3O[C@@H]([C@@H](O)[C@H](N)[C@H]3O)CO	C18H36N4O11	C18H36N4O11	484.23805799327
n,n-dimethyl-4,4'-azodianiline	CN(C)c1ccc(cc1)\N=N\c2ccc(N)cc2	CN(C)c1ccc(cc1)\N=N\c2ccc(N)cc2	C14H16N4	C14H16N4	240.1374965334
novobiocin	CC(C)=CCc1c(O)ccc(c1)C(=O)NC=2C(=O)Oc3c(C2O)ccc(c3C)O[C@@H]4OC(C)(C)[C@H](OC)[C@H]([C@H]4O)OC(=O)N	CC(C)=CCc1c(O)ccc(c1)C(=O)NC=2C(=O)Oc3c(C2O)ccc(c3C)O[C@@H]4OC(C)(C)[C@H](OC)[C@H]([C@H]4O)OC(=O)N	C31H36N2O11	C31H36N2O11	612.23190998441
capreomycin	C[C@H]1C(=O)N[C@H](C(=O)N/C(=C/NC(=O)N)/C(=O)N[C@H](C(=O)NC[C@@H](C(=O)N1)N)[C@H]2CCN=C(N2)N)CNC(=O)C[C@H](CCCN)N.C1CN=C(N[C@H]1[C@H]2C(=O)NC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N/C(=C/NC(=O)N)/C(=O)N2)CNC(=O)C[C@H](CCCN)N)CO)N)N	C[C@H]1C(=O)N[C@H](C(=O)N/C(=C/NC(=O)N)/C(=O)N[C@H](C(=O)NC[C@@H](C(=O)N1)N)[C@H]2CCN=C(N2)N)CNC(=O)C[C@H](CCCN)N.C1CN=C(N[C@H]1[C@H]2C(=O)NC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N/C(=C/NC(=O)N)/C(=O)N2)CNC(=O)C[C@H](CCCN)N)CO)N)N	C50H88N28O15	C50H88N28O15	1320.69839425383
apramycin	O3[C@H](O[C@H]1O[C@H](CO)[C@@H](N)[C@H](O)[C@H]1O)[C@@H](NC)[C@@H](O)[C@H]4O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O)[C@H](N)C[C@H]34	O3[C@H](O[C@H]1O[C@H](CO)[C@@H](N)[C@H](O)[C@H]1O)[C@@H](NC)[C@@H](O)[C@H]4O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O)[C@H](N)C[C@H]34	C21H41N5O11	C21H41N5O11	539.28025715885
tetracycline	C[C@]1(c2cccc(c2C(=O)C3=C([C@]4([C@@H](C[C@@H]31)[C@@H](C(=C(C4=O)C(=O)N)O)N(C)C)O)O)O)O	C[C@]1(c2cccc(c2C(=O)C3=C([C@]4([C@@H](C[C@@H]31)[C@@H](C(=C(C4=O)C(=O)N)O)N(C)C)O)O)O)O	C22H24N2O8	C22H24N2O8	444.15326573894004
3-amino-2-piperidone	C1CC(C(=O)NC1)N	C1CC(C(=O)NC1)N	C5H10N2O	C5H10N2O	114.07931295073
norepinephrine	NC[C@H](O)c1cc(O)c(O)cc1	NC[C@H](O)c1cc(O)c(O)cc1	C8H11NO3	C8H11NO3	169.07389321767
1-o-hexadecyl-sn-glycero-3-phosphocholine	CCCCCCCCCCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O	CCCCCCCCCCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O	C24H52NO6P	C24H52NO6P	481.35322539623
guanosine	c1nc2c(=O)[nH]c(nc2n1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N	c1nc2c(=O)[nH]c(nc2n1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N	C10H13N5O5	C10H13N5O5	283.09166853899
uridine	O=C1NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O	O=C1NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O	C9H12N2O6	C9H12N2O6	244.06953611304002
4-nitroaniline	c1cc(ccc1N)N(=O)=O	c1cc(ccc1N)N(=O)=O	C6H6N2O2	C6H6N2O2	138.04292744138002
xanthine	c1[nH]c2c(n1)nc(nc2O)O	c1[nH]c2c(n1)nc(nc2O)O	C5H4N4O2	C5H4N4O2	152.03342538578
3b,12k-deoxycholic-acid	C[C@@H]([C@H]1CC[C@H]2[C@@H]3CC[C@@H]4CC(CC[C@@]4([C@H]3CC([C@]12C)=O)C)O)CCC(O)=O	C[C@@H]([C@H]1CC[C@H]2[C@@H]3CC[C@@H]4CC(CC[C@@]4([C@H]3CC([C@]12C)=O)C)O)CCC(O)=O	C24H38O4	C24H38O4	390.27700970302
l-arginine-dodecanedioic-acid	N=C(N)NCCC[C@H](NC(=O)CCCCCCCCCCC(=O)O)C(=O)O	N=C(N)NCCC[C@H](NC(=O)CCCCCCCCCCC(=O)O)C(=O)O	C18H34N4O5	C18H34N4O5	386.25292021139
l-aspartate-2-methylglutaric-acid	CC(CCC(=O)N[C@@H](CC(=O)[O-])C(=O)[O-])C(=O)O	CC(CCC(=O)N[C@@H](CC(=O)[O-])C(=O)[O-])C(=O)O	C10H13NO7-2	C10H15NO7	261.08485182487004
l-tyrosine-2-methylglutaric-acid	CC(CCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)C(=O)O	CC(CCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)C(=O)O	C15H19NO6	C15H19NO6	309.12123733422004
l-arginine-1,9-nonanedicarboxylic-acid	N=C(NCCC[C@H](N)C(=O)O)NC(=O)CCCCCCCCCC(=O)O	N=C(NCCC[C@H](N)C(=O)O)NC(=O)CCCCCCCCCC(=O)O	C17H32N4O5	C17H32N4O5	372.23727014693
l-arginine-methyl-succinic-acid	CC(CC(=O)O)C(=O)N(CCC[C@H](N)C(=O)O)C(=N)N	CC(CC(=O)O)C(=O)N(CCC[C@H](N)C(=O)O)C(=N)N	C11H20N4O5	C11H20N4O5	288.14336976017
d-serine-mesaconic-acid	C/C(=C\C(=O)N[C@H](CO)C(=O)O)C(=O)O	C/C(=C\C(=O)N[C@H](CO)C(=O)O)C(=O)O	C8H11NO6	C8H11NO6	217.05863707638002
l-threonine-1,9-nonanedicarboxylic-acid	C[C@@H](O)[C@H](NC(=O)CCCCCCCCCC(=O)O)C(=O)O	C[C@@H](O)[C@H](NC(=O)CCCCCCCCCC(=O)O)C(=O)O	C15H27NO6	C15H27NO6	317.18383759206
l-asparagine-suberic-acid	N[C@@H](CC(=O)NC(=O)CCCCCCC(=O)O)C(=O)O	N[C@@H](CC(=O)NC(=O)CCCCCCC(=O)O)C(=O)O	C12H20N2O6	C12H20N2O6	288.13213637088
glycine-1,11-undecanedicarboxylic-acid	O=C(O)CCCCCCCCCCCC(=O)NCC(=O)O	O=C(O)CCCCCCCCCCCC(=O)NCC(=O)O	C15H27NO5	C15H27NO5	301.18892297249
l-serine-2-methylglutaric-acid	CC(CCC(=O)O)C(=O)N[C@@H](CO)C(=O)O	CC(CCC(=O)O)C(=O)N[C@@H](CO)C(=O)O	C9H15NO6	C9H15NO6	233.08993720530003
l-cysteine-methyl-succinic-acid	CC(CC(=O)O)C(=O)N[C@@H](CS)C(=O)O	CC(CC(=O)O)C(=O)N[C@@H](CS)C(=O)O	C8H13NO5S	C8H13NO5S	235.05144369567
glycine-suberic-acid	O=C(O)CCCCCCC(=O)NCC(=O)O	O=C(O)CCCCCCC(=O)NCC(=O)O	C10H17NO5	C10H17NO5	231.11067265019
l-leucine-1,11-undecanedicarboxylic-acid	CC(C)C[C@H](NC(=O)CCCCCCCCCCCC(=O)O)C(=O)O	CC(C)C[C@H](NC(=O)CCCCCCCCCCCC(=O)O)C(=O)O	C19H35NO5	C19H35NO5	357.25152323033
l-arginine-1,11-undecanedicarboxylic-acid	N=C(N)NCCC[C@H](NC(=O)CCCCCCCCCCCC(=O)O)C(=O)O	N=C(N)NCCC[C@H](NC(=O)CCCCCCCCCCCC(=O)O)C(=O)O	C19H36N4O5	C19H36N4O5	400.26857027585
l-alanine-suberic-acid	C[C@H](NC(=O)CCCCCCC(=O)O)C(=O)O	C[C@H](NC(=O)CCCCCCC(=O)O)C(=O)O	C11H19NO5	C11H19NO5	245.12632271465
l-alanine-2-methylglutaric-acid	CC(CCC(=O)N[C@@H](C)C(=O)O)C(=O)O	CC(CCC(=O)N[C@@H](C)C(=O)O)C(=O)O	C9H15NO5	C9H15NO5	217.09502258573002
l-leucine-suberic-acid	CC(C)C[C@H](NC(=O)CCCCCCC(=O)O)C(=O)O	CC(C)C[C@H](NC(=O)CCCCCCC(=O)O)C(=O)O	C14H25NO5	C14H25NO5	287.17327290803
l-aspartic acid-suberic-acid	O=C(O)CCCCCCC(=O)N[C@@H](CC(=O)O)C(=O)O	O=C(O)CCCCCCC(=O)N[C@@H](CC(=O)O)C(=O)O	C12H19NO7	C12H19NO7	289.11615195379
d-methionine-mesaconic-acid	CSCC[C@@H](NC(=O)/C=C(\C)C(=O)O)C(=O)O	CSCC[C@@H](NC(=O)/C=C(\C)C(=O)O)C(=O)O	C10H15NO5S	C10H15NO5S	261.06709376013
l-valine-1,9-nonanedicarboxylic-acid	CC(C)[C@H](NC(=O)CCCCCCCCCC(=O)O)C(=O)O	CC(C)[C@H](NC(=O)CCCCCCCCCC(=O)O)C(=O)O	C16H29NO5	C16H29NO5	315.20457303695
d-isoleucine-1,11-undecanedicarboxylic-acid	CC[C@@H](C)[C@@H](NC(=O)CCCCCCCCCCCC(=O)O)C(=O)O	CC[C@@H](C)[C@@H](NC(=O)CCCCCCCCCCCC(=O)O)C(=O)O	C19H35NO5	C19H35NO5	357.25152323033
l-glutamine-mesaconic-acid	C/C(=C\C(=O)O)C(=O)N[C@@H](CCC(N)=O)C(=O)O	C/C(=C\C(=O)O)C(=O)N[C@@H](CCC(N)=O)C(=O)O	C10H14N2O6	C10H14N2O6	258.08518617749996
l-asparagine-dodecanedioic-acid	NC(=O)C[C@H](NC(=O)CCCCCCCCCCC(=O)O)C(=O)O	NC(=O)C[C@H](NC(=O)CCCCCCCCCCC(=O)O)C(=O)O	C16H28N2O6	C16H28N2O6	344.19473662871997
l-isoleucine-pimelic-acid	CC[C@H](C)[C@H](NC(=O)CCCCCC(=O)O)C(=O)O	CC[C@H](C)[C@H](NC(=O)CCCCCC(=O)O)C(=O)O	C13H23NO5	C13H23NO5	273.15762284357004
l-asparagine-1,11-undecanedicarboxylic-acid	N[C@@H](CC(=O)NC(=O)CCCCCCCCCCCC(=O)O)C(=O)O	N[C@@H](CC(=O)NC(=O)CCCCCCCCCCCC(=O)O)C(=O)O	C17H30N2O6	C17H30N2O6	358.21038669318
l-lysine-3-hexenrdioic-acid	N[C@@H](CCCCNC(=O)CC=CCC(=O)O)C(=O)O	N[C@@H](CCCCNC(=O)CC=CCC(=O)O)C(=O)O	C12H20N2O5	C12H20N2O5	272.13722175131
l-threonine-methyl-succinic-acid	CC(CC(=O)N[C@H](C(=O)O)[C@@H](C)O)C(=O)O	CC(CC(=O)N[C@H](C(=O)O)[C@@H](C)O)C(=O)O	C9H15NO6	C9H15NO6	233.08993720530003
l-histidine-mesaconic-acid	C/C(=C\C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)O)C(=O)O	C/C(=C\C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)O)C(=O)O	C11H13N3O5	C11H13N3O5	267.08552053013
d-methionine-dodecanedioic-acid	CSCC[C@@H](NC(=O)CCCCCCCCCCC(=O)O)C(=O)O	CSCC[C@@H](NC(=O)CCCCCCCCCCC(=O)O)C(=O)O	C17H31NO5S	C17H31NO5S	361.19229427581
l-aspartic acid-3-methylglutaric-acid	CC(CC(=O)O)CC(=O)N[C@@H](CC(=O)O)C(=O)O	CC(CC(=O)O)CC(=O)N[C@@H](CC(=O)O)C(=O)O	C10H15NO7	C10H15NO7	261.08485182487004
l-tyrosine-3-hexenrdioic-acid	O=C(O)CC=CCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O	O=C(O)CC=CCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O	C15H17NO6	C15H17NO6	307.10558726976
l-alanine-1,9-nonanedicarboxylic-acid	C[C@H](NC(=O)CCCCCCCCCC(=O)O)C(=O)O	C[C@H](NC(=O)CCCCCCCCCC(=O)O)C(=O)O	C14H25NO5	C14H25NO5	287.17327290803
l-proline-sebacic-acid	O=C(O)CCCCCCCCC(=O)N1CCC[C@H]1C(=O)O	O=C(O)CCCCCCCCC(=O)N1CCC[C@H]1C(=O)O	C15H25NO5	C15H25NO5	299.17327290803
l-lysine-1,9-nonanedicarboxylic-acid	N[C@@H](CCCCNC(=O)CCCCCCCCCC(=O)O)C(=O)O	N[C@@H](CCCCNC(=O)CCCCCCCCCC(=O)O)C(=O)O	C17H32N2O5	C17H32N2O5	344.23112213806996
glycine-mesaconic-acid	C/C(=C\C(=O)NCC(=O)O)C(=O)O	C/C(=C\C(=O)NCC(=O)O)C(=O)O	C7H9NO5	C7H9NO5	187.04807239235
l-proline-2-methylglutaric-acid	CC(CCC(=O)N1CCC[C@H]1C(=O)O)C(=O)O	CC(CCC(=O)N1CCC[C@H]1C(=O)O)C(=O)O	C11H17NO5	C11H17NO5	243.11067265019
l-valine-dodecanedioic-acid	CC(C)[C@H](NC(=O)CCCCCCCCCCC(=O)O)C(=O)O	CC(C)[C@H](NC(=O)CCCCCCCCCCC(=O)O)C(=O)O	C17H31NO5	C17H31NO5	329.22022310141
l-arginine-suberic-acid	N=C(N)NCCC[C@H](NC(=O)CCCCCCC(=O)O)C(=O)O	N=C(N)NCCC[C@H](NC(=O)CCCCCCC(=O)O)C(=O)O	C14H26N4O5	C14H26N4O5	330.19031995355
l-lysine-mesaconic-acid	C/C(=C\C(=O)O)C(=O)NCCCC[C@H](N)C(=O)O	C/C(=C\C(=O)O)C(=O)NCCCC[C@H](N)C(=O)O	C11H18N2O5	C11H18N2O5	258.12157168684996
l-aspartic acid-mesaconic-acid	C/C(=C\C(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)O	C/C(=C\C(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)O	C9H11NO7	C9H11NO7	245.05355169595
l-alanine-3-methylglutaric-acid	CC(CC(=O)O)CC(=O)N[C@@H](C)C(=O)O	CC(CC(=O)O)CC(=O)N[C@@H](C)C(=O)O	C9H15NO5	C9H15NO5	217.09502258573002
l-tyrosine-dodecanedioic-acid	O=C(O)CCCCCCCCCCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O	O=C(O)CCCCCCCCCCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O	C21H31NO6	C21H31NO6	393.21513772098
l-arginine-mesaconic-acid	C/C(=C\C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)C(=O)O	C/C(=C\C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)C(=O)O	C11H18N4O5	C11H18N4O5	286.12771969570997
l-lysine-1,11-undecanedicarboxylic-acid	NCCCC[C@H](NC(=O)CCCCCCCCCCCC(=O)O)C(=O)O	NCCCC[C@H](NC(=O)CCCCCCCCCCCC(=O)O)C(=O)O	C19H36N2O5	C19H36N2O5	372.26242226699003
l-serine-methyl-succinic-acid	CC(CC(=O)N[C@@H](CO)C(=O)O)C(=O)O	CC(CC(=O)N[C@@H](CO)C(=O)O)C(=O)O	C8H13NO6	C8H13NO6	219.07428714084
d-methionine-2-methylglutaric-acid	CSCC[C@@H](NC(=O)C(C)CCC(=O)O)C(=O)O	CSCC[C@@H](NC(=O)C(C)CCC(=O)O)C(=O)O	C11H19NO5S	C11H19NO5S	277.09839388905
l-leucine-methyl-succinic-acid	CC(C)C[C@H](NC(=O)C(C)CC(=O)O)C(=O)O	CC(C)C[C@H](NC(=O)C(C)CC(=O)O)C(=O)O	C11H19NO5	C11H19NO5	245.12632271465
d-serine-1,11-undecanedicarboxylic-acid	O=C(O)CCCCCCCCCCCC(=O)N[C@H](CO)C(=O)O	O=C(O)CCCCCCCCCCCC(=O)N[C@H](CO)C(=O)O	C16H29NO6	C16H29NO6	331.19948765652
l-lysine-pimelic-acid	N[C@@H](CCCCNC(=O)CCCCCC(=O)O)C(=O)O	N[C@@H](CCCCNC(=O)CCCCCC(=O)O)C(=O)O	C13H24N2O5	C13H24N2O5	288.16852188023
l-methionine-mesaconic-acid	CSCC[C@H](NC(=O)/C(C)=C/C(=O)O)C(=O)O	CSCC[C@H](NC(=O)/C(C)=C/C(=O)O)C(=O)O	C10H15NO5S	C10H15NO5S	261.06709376013
l-arginine-3-methylglutaric-acid	CC(CC(=O)O)CC(=O)N(CCC[C@H](N)C(=O)O)C(=N)N	CC(CC(=O)O)CC(=O)N(CCC[C@H](N)C(=O)O)C(=N)N	C12H22N4O5	C12H22N4O5	302.15901982463
l-lysine-dodecanedioic-acid	N[C@@H](CCCCNC(=O)CCCCCCCCCCC(=O)O)C(=O)O	N[C@@H](CCCCNC(=O)CCCCCCCCCCC(=O)O)C(=O)O	C18H34N2O5	C18H34N2O5	358.24677220253
l-tryptophan-methyl-succinic-acid	CC(CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)C(=O)O	CC(CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)C(=O)O	C16H18N2O5	C16H18N2O5	318.12157168684996
d-methionine-3-methylglutaric-acid	CSCC[C@@H](NC(=O)CC(C)CC(=O)O)C(=O)O	CSCC[C@@H](NC(=O)CC(C)CC(=O)O)C(=O)O	C11H19NO5S	C11H19NO5S	277.09839388905
l-isoleucine-methyl-succinic-acid	CC[C@H](C)[C@H](NC(=O)CC(C)C(=O)O)C(=O)O	CC[C@H](C)[C@H](NC(=O)CC(C)C(=O)O)C(=O)O	C11H19NO5	C11H19NO5	245.12632271465
l-asparagine-2-methylglutaric-acid	CC(CCC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)O	CC(CCC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)O	C10H16N2O6	C10H16N2O6	260.10083624196
l-lysine-methyl-succinic-acid	CC(CC(=O)NCCCC[C@H](N)C(=O)O)C(=O)O	CC(CC(=O)NCCCC[C@H](N)C(=O)O)C(=O)O	C11H20N2O5	C11H20N2O5	260.13722175131
l-valine-methyl-succinic-acid	CC(CC(=O)N[C@H](C(=O)O)C(C)C)C(=O)O	CC(CC(=O)N[C@H](C(=O)O)C(C)C)C(=O)O	C10H17NO5	C10H17NO5	231.11067265019
l-glutamate-methyl-succinic-acid	CC(CC(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])C(=O)O	CC(CC(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])C(=O)O	C10H13NO7-2	C10H15NO7	261.08485182487004
l-arginine-sebacic-acid	N=C(N)NCCC[C@H](NC(=O)CCCCCCCCC(=O)O)C(=O)O	N=C(N)NCCC[C@H](NC(=O)CCCCCCCCC(=O)O)C(=O)O	C16H30N4O5	C16H30N4O5	358.22162008247
l-histidine-2-methylglutaric-acid	CC(CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)O	CC(CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)O	C12H17N3O5	C12H17N3O5	283.11682065905
glycine-2-methylglutaric-acid	CC(CCC(=O)NCC(=O)O)C(=O)O	CC(CCC(=O)NCC(=O)O)C(=O)O	C8H13NO5	C8H13NO5	203.07937252127
l-glutamine-1,9-nonanedicarboxylic-acid	N[C@@H](CCC(=O)NC(=O)CCCCCCCCCC(=O)O)C(=O)O	N[C@@H](CCC(=O)NC(=O)CCCCCCCCCC(=O)O)C(=O)O	C16H28N2O6	C16H28N2O6	344.19473662871997
l-tyrosine-1,11-undecanedicarboxylic-acid	O=C(O)CCCCCCCCCCCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O	O=C(O)CCCCCCCCCCCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O	C22H33NO6	C22H33NO6	407.23078778544004
l-isoleucine-mesaconic-acid	CC[C@H](C)[C@H](NC(=O)/C(C)=C/C(=O)O)C(=O)O	CC[C@H](C)[C@H](NC(=O)/C(C)=C/C(=O)O)C(=O)O	C11H17NO5	C11H17NO5	243.11067265019
l-tyrosine-methyl-succinic-acid	CC(CC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O	CC(CC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O	C14H17NO6	C14H17NO6	295.10558726976
l-phenylalanine-mesaconic-acid	C/C(=C\C(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O	C/C(=C\C(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O	C14H15NO5	C14H15NO5	277.09502258573
l-phenylalanine-pimelic-acid	O=C(O)CCCCCC(=O)N[C@@H](Cc1ccccc1)C(=O)O	O=C(O)CCCCCC(=O)N[C@@H](Cc1ccccc1)C(=O)O	C16H21NO5	C16H21NO5	307.14197277911
l-glutamine-1,11-undecanedicarboxylic-acid	NC(=O)CC[C@H](NC(=O)CCCCCCCCCCCC(=O)O)C(=O)O	NC(=O)CC[C@H](NC(=O)CCCCCCCCCCCC(=O)O)C(=O)O	C18H32N2O6	C18H32N2O6	372.22603675764003
l-methionine-dodecanedioic-acid	CSCC[C@H](NC(=O)CCCCCCCCCCC(=O)O)C(=O)O	CSCC[C@H](NC(=O)CCCCCCCCCCC(=O)O)C(=O)O	C17H31NO5S	C17H31NO5S	361.19229427581
l-tyrosine-1,9-nonanedicarboxylic-acid	O=C(O)CCCCCCCCCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O	O=C(O)CCCCCCCCCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O	C20H29NO6	C20H29NO6	379.19948765652
l-threonine-3-hexenrdioic-acid	C[C@@H](O)[C@H](NC(=O)CC=CCC(=O)O)C(=O)O	C[C@@H](O)[C@H](NC(=O)CC=CCC(=O)O)C(=O)O	C10H15NO6	C10H15NO6	245.08993720530003
l-leucine-dodecanedioic-acid	CC(C)C[C@H](NC(=O)CCCCCCCCCCC(=O)O)C(=O)O	CC(C)C[C@H](NC(=O)CCCCCCCCCCC(=O)O)C(=O)O	C18H33NO5	C18H33NO5	343.23587316587
l-cysteine-mesaconic-acid	C/C(=C\C(=O)O)C(=O)N[C@@H](CS)C(=O)O	C/C(=C\C(=O)O)C(=O)N[C@@H](CS)C(=O)O	C8H11NO5S	C8H11NO5S	233.03579363121
l-asparagine-methyl-succinic-acid	CC(CC(=O)NC(=O)C[C@H](N)C(=O)O)C(=O)O	CC(CC(=O)NC(=O)C[C@H](N)C(=O)O)C(=O)O	C9H14N2O6	C9H14N2O6	246.0851861775
l-isoleucine-sebacic-acid	CC[C@H](C)[C@H](NC(=O)CCCCCCCCC(=O)O)C(=O)O	CC[C@H](C)[C@H](NC(=O)CCCCCCCCC(=O)O)C(=O)O	C16H29NO5	C16H29NO5	315.20457303695
l-valine-2-methylglutaric-acid	CC(CCC(=O)N[C@H](C(=O)O)C(C)C)C(=O)O	CC(CCC(=O)N[C@H](C(=O)O)C(C)C)C(=O)O	C11H19NO5	C11H19NO5	245.12632271465
